,Status,Paper.code,Paper.number,Screening.set,Extraction.set,Paper,Publication.year,Title,DOI,Species.latin,Family,Class,Phylum,Sex.exposed,Fertilisation.mode,Agricultural.importance,Lab.or.field,Animal.origin,Stressor.variation,Habitat,Country.of.origin,Continent.of.origin,Ocean.sea.of.origin,Exposure.duration,Life.stage.of.animal,Lowest.temp.below.10.C.,Constant.or.fluctuating.,Acclimated.,Effect.size.code,Experiment.code,Trait.category,Trait,Sex,Rearing.temperature,es,v,diff,reftemp,treattemp,warm.cool
243,Good,TEMP1548,1346,25,12A,"Park, Y.-g.; Lee, J.-H. m. d.",2020,Temperature-dependent development and oviposition models and life history characteristics of Amblyseius eharai (Amitai et Swirski) (Acari: Phytoseiidae) preying on Tetranychus urticae (Koch) (Acari: Tetranychidae,10.1016/j.aspen.2020.07.021,Amblyseius eharai,Phytoseiidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Wild-caught,Experimental,Terrestrial,Korea,Asia,NA,More than 5 days,Mix,No,Constant,No,TEMP1548_3,TEMP1548A,Reproduction,Fecundity,Female,27,0,0,0,24.1,24.1,Reference
245,Good,TEMP1548,1346,25,12A,"Park, Y.-g.; Lee, J.-H. m. d.",2020,Temperature-dependent development and oviposition models and life history characteristics of Amblyseius eharai (Amitai et Swirski) (Acari: Phytoseiidae) preying on Tetranychus urticae (Koch) (Acari: Tetranychidae,10.1016/j.aspen.2020.07.021,Amblyseius eharai,Phytoseiidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Wild-caught,Experimental,Terrestrial,Korea,Asia,NA,More than 5 days,Mix,No,Constant,No,TEMP1548_3,TEMP1548A,Reproduction,Fecundity,Female,27,0,0,0,24.1,24.1,Reference
247,Good,TEMP1548,1346,25,12A,"Park, Y.-g.; Lee, J.-H. m. d.",2020,Temperature-dependent development and oviposition models and life history characteristics of Amblyseius eharai (Amitai et Swirski) (Acari: Phytoseiidae) preying on Tetranychus urticae (Koch) (Acari: Tetranychidae,10.1016/j.aspen.2020.07.021,Amblyseius eharai,Phytoseiidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Wild-caught,Experimental,Terrestrial,Korea,Asia,NA,More than 5 days,Mix,No,Constant,No,TEMP1548_3,TEMP1548A,Reproduction,Fecundity,Female,27,-2.708256666,0.204463153,6.1,24.1,30.2,Warm
835,Good,TEMP1567,1366,26,12C,"Pavon-Meza, E.et al.",2005,Combined effects of algal (Chlorella vulgaris) food level and temperature on the demography of Brachionus havanaensis (Rotifera): a life table study,10.1007/s10750-005-4245-8,Brachionus havanaensis,Brachionidae,Monogononta,Rotifera,Parthenogenetic,NA,No,Lab,Lab-reared,Experimental,Aquatic,NA,NA,NA,More than 5 days,Mix,No,Constant,Yes (multiple generations),TEMP1567_2,TEMP1567A,Reproduction,Fecundity,Parthenogenetic,22,-3.880112791,0.96063647,-5,20,15,Cool
841,Good,TEMP1567,1366,26,12C,"Pavon-Meza, E.et al.",2005,Combined effects of algal (Chlorella vulgaris) food level and temperature on the demography of Brachionus havanaensis (Rotifera): a life table study,10.1007/s10750-005-4245-8,Brachionus havanaensis,Brachionidae,Monogononta,Rotifera,Parthenogenetic,NA,No,Lab,Lab-reared,Experimental,Aquatic,NA,NA,NA,More than 5 days,Mix,No,Constant,Yes (multiple generations),TEMP1567_2,TEMP1567A,Reproduction,Fecundity,Parthenogenetic,22,0,0,0,20,20,Reference
847,Good,TEMP1567,1366,26,12C,"Pavon-Meza, E.et al.",2005,Combined effects of algal (Chlorella vulgaris) food level and temperature on the demography of Brachionus havanaensis (Rotifera): a life table study,10.1007/s10750-005-4245-8,Brachionus havanaensis,Brachionidae,Monogononta,Rotifera,Parthenogenetic,NA,No,Lab,Lab-reared,Experimental,Aquatic,NA,NA,NA,More than 5 days,Mix,No,Constant,Yes (multiple generations),TEMP1567_2,TEMP1567A,Reproduction,Fecundity,Parthenogenetic,22,0.593065323,0.347988603,5,20,25,Warm
837,Good,TEMP1567,1366,26,12C,"Pavon-Meza, E.et al.",2005,Combined effects of algal (Chlorella vulgaris) food level and temperature on the demography of Brachionus havanaensis (Rotifera): a life table study,10.1007/s10750-005-4245-8,Brachionus havanaensis,Brachionidae,Monogononta,Rotifera,Parthenogenetic,NA,No,Lab,Lab-reared,Experimental,Aquatic,NA,NA,NA,More than 5 days,Mix,No,Constant,Yes (multiple generations),TEMP1567_4,TEMP1567B,Reproduction,Fecundity,Parthenogenetic,22,-2.501123848,0.593984188,-5,20,15,Cool
843,Good,TEMP1567,1366,26,12C,"Pavon-Meza, E.et al.",2005,Combined effects of algal (Chlorella vulgaris) food level and temperature on the demography of Brachionus havanaensis (Rotifera): a life table study,10.1007/s10750-005-4245-8,Brachionus havanaensis,Brachionidae,Monogononta,Rotifera,Parthenogenetic,NA,No,Lab,Lab-reared,Experimental,Aquatic,NA,NA,NA,More than 5 days,Mix,No,Constant,Yes (multiple generations),TEMP1567_4,TEMP1567B,Reproduction,Fecundity,Parthenogenetic,22,0,0,0,20,20,Reference
849,Good,TEMP1567,1366,26,12C,"Pavon-Meza, E.et al.",2005,Combined effects of algal (Chlorella vulgaris) food level and temperature on the demography of Brachionus havanaensis (Rotifera): a life table study,10.1007/s10750-005-4245-8,Brachionus havanaensis,Brachionidae,Monogononta,Rotifera,Parthenogenetic,NA,No,Lab,Lab-reared,Experimental,Aquatic,NA,NA,NA,More than 5 days,Mix,No,Constant,Yes (multiple generations),TEMP1567_4,TEMP1567B,Reproduction,Fecundity,Parthenogenetic,22,0.465524026,0.342363026,5,20,25,Warm
839,Good,TEMP1567,1366,26,12C,"Pavon-Meza, E.et al.",2005,Combined effects of algal (Chlorella vulgaris) food level and temperature on the demography of Brachionus havanaensis (Rotifera): a life table study,10.1007/s10750-005-4245-8,Brachionus havanaensis,Brachionidae,Monogononta,Rotifera,Parthenogenetic,NA,No,Lab,Lab-reared,Experimental,Aquatic,NA,NA,NA,More than 5 days,Mix,No,Constant,Yes (multiple generations),TEMP1567_6,TEMP1567C,Reproduction,Fecundity,Parthenogenetic,22,-9.480263096,4.078141182,-5,20,15,Cool
845,Good,TEMP1567,1366,26,12C,"Pavon-Meza, E.et al.",2005,Combined effects of algal (Chlorella vulgaris) food level and temperature on the demography of Brachionus havanaensis (Rotifera): a life table study,10.1007/s10750-005-4245-8,Brachionus havanaensis,Brachionidae,Monogononta,Rotifera,Parthenogenetic,NA,No,Lab,Lab-reared,Experimental,Aquatic,NA,NA,NA,More than 5 days,Mix,No,Constant,Yes (multiple generations),TEMP1567_6,TEMP1567C,Reproduction,Fecundity,Parthenogenetic,22,0,0,0,20,20,Reference
851,Good,TEMP1567,1366,26,12C,"Pavon-Meza, E.et al.",2005,Combined effects of algal (Chlorella vulgaris) food level and temperature on the demography of Brachionus havanaensis (Rotifera): a life table study,10.1007/s10750-005-4245-8,Brachionus havanaensis,Brachionidae,Monogononta,Rotifera,Parthenogenetic,NA,No,Lab,Lab-reared,Experimental,Aquatic,NA,NA,NA,More than 5 days,Mix,No,Constant,Yes (multiple generations),TEMP1567_6,TEMP1567C,Reproduction,Fecundity,Parthenogenetic,22,-0.070534222,0.333540628,5,20,25,Warm
2989,Good,TEMP1578,1376,26,12B,"Peng, X.et al.",2020,"Effects of variable maternal temperature on offspring development and reproduction of Rhopalosiphum padi, a serious global pest of wheat",10.1111/een.12796,Rhopalosiphum padi,Aphididae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Wild-caught,Experimental,Terrestrial,China,Asia,NA,More than 5 days,Mix,No,Both,No,TEMP1578_2,TEMP1578A,Reproduction,Fecundity (nymph/female),Parthenogenetic,24,0,0,0,24,24,Reference
2995,Good,TEMP1578,1376,26,12B,"Peng, X.et al.",2020,"Effects of variable maternal temperature on offspring development and reproduction of Rhopalosiphum padi, a serious global pest of wheat",10.1111/een.12796,Rhopalosiphum padi,Aphididae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Wild-caught,Experimental,Terrestrial,China,Asia,NA,More than 5 days,Mix,No,Both,No,TEMP1578_2,TEMP1578A,Reproduction,Fecundity (nymph/female),Parthenogenetic,24,-0.119257864,0.022261729,3,24,27,Warm
3001,Good,TEMP1578,1376,26,12B,"Peng, X.et al.",2020,"Effects of variable maternal temperature on offspring development and reproduction of Rhopalosiphum padi, a serious global pest of wheat",10.1111/een.12796,Rhopalosiphum padi,Aphididae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Wild-caught,Experimental,Terrestrial,China,Asia,NA,More than 5 days,Mix,No,Both,No,TEMP1578_2,TEMP1578A,Reproduction,Fecundity (nymph/female),Parthenogenetic,24,-2.644844534,0.041653341,6,24,30,Warm
2008,Good,TEMP1581,1379,26,22A,"Perdikis, D. C.; Lykouressis, D. P.",2004,Macrolophus pygmaeus (Hemiptera : Miridae) population parameters and biological characteristics when feeding on eggplant and tomato without prey,10.1093/jee/97.4.1291,Macrolophus pygmaeus,Miridae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP1581_3,TEMP1581A,Reproduction,Total number of eggs,Female,22.5,-0.031247396,0.118069914,-5,20,15,Cool
2010,Good,TEMP1581,1379,26,22A,"Perdikis, D. C.; Lykouressis, D. P.",2004,Macrolophus pygmaeus (Hemiptera : Miridae) population parameters and biological characteristics when feeding on eggplant and tomato without prey,10.1093/jee/97.4.1291,Macrolophus pygmaeus,Miridae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP1581_3,TEMP1581A,Reproduction,Total number of eggs,Female,22.5,0,0,0,20,20,Reference
2012,Good,TEMP1581,1379,26,22A,"Perdikis, D. C.; Lykouressis, D. P.",2004,Macrolophus pygmaeus (Hemiptera : Miridae) population parameters and biological characteristics when feeding on eggplant and tomato without prey,10.1093/jee/97.4.1291,Macrolophus pygmaeus,Miridae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP1581_3,TEMP1581A,Reproduction,Total number of eggs,Female,22.5,-0.147997024,0.108483123,5,20,25,Warm
2014,Good,TEMP1581,1379,26,22A,"Perdikis, D. C.; Lykouressis, D. P.",2004,Macrolophus pygmaeus (Hemiptera : Miridae) population parameters and biological characteristics when feeding on eggplant and tomato without prey,10.1093/jee/97.4.1291,Macrolophus pygmaeus,Miridae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP1581_3,TEMP1581A,Reproduction,Total number of eggs,Female,22.5,-0.517532301,0.131169122,10,20,30,Warm
2915,Good,TEMP1588,1383,26,22A,"Pervez, A.; Omkar",2004,"Temperature-dependent life attributes of an aphidophagous ladybird, Propylea dissecta",10.1080/09583150410001682313,Propylea dissecta,Coccinellidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP1588_1,TEMP1588A,Reproduction,Total number of eggs,Female,27,-9.339815641,2.380803905,-7,27,20,Cool
2917,Good,TEMP1588,1383,26,22A,"Pervez, A.; Omkar",2004,"Temperature-dependent life attributes of an aphidophagous ladybird, Propylea dissecta",10.1080/09583150410001682313,Propylea dissecta,Coccinellidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP1588_1,TEMP1588A,Reproduction,Total number of eggs,Female,27,-3.665343148,0.53586851,-2,27,25,Cool
2919,Good,TEMP1588,1383,26,22A,"Pervez, A.; Omkar",2004,"Temperature-dependent life attributes of an aphidophagous ladybird, Propylea dissecta",10.1080/09583150410001682313,Propylea dissecta,Coccinellidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP1588_1,TEMP1588A,Reproduction,Total number of eggs,Female,27,0,0,0,27,27,Reference
2921,Good,TEMP1588,1383,26,22A,"Pervez, A.; Omkar",2004,"Temperature-dependent life attributes of an aphidophagous ladybird, Propylea dissecta",10.1080/09583150410001682313,Propylea dissecta,Coccinellidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP1588_1,TEMP1588A,Reproduction,Total number of eggs,Female,27,-3.56407959,0.517566583,3,27,30,Warm
2923,Good,TEMP1588,1383,26,22A,"Pervez, A.; Omkar",2004,"Temperature-dependent life attributes of an aphidophagous ladybird, Propylea dissecta",10.1080/09583150410001682313,Propylea dissecta,Coccinellidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP1588_1,TEMP1588A,Reproduction,Total number of eggs,Female,27,-10.02596497,2.712999342,8,27,35,Warm
2083,Good,TEMP1596,1390,26,12C,"Pham, H. T.et al.",2020,"Changes in the Magnitude of the Individual and Combined Effects of Contaminants, Warming, and Predators on Tropical Cladocerans across 11 Generations",10.1021/acs.est.0c05366,Moina dubia,Moinidae,Crustacea,Arthropoda,Female,Internal,No,Lab,Lab-reared,Experimental,Aquatic,NA,NA,NA,More than 5 days,Mix,No,Constant,Yes (multiple generations),TEMP1596_2,TEMP1596A,Reproduction,Fecundity (nymph/female),Parthenogenetic,NA,0,0,0,25,25,Reference
2085,Good,TEMP1596,1390,26,12C,"Pham, H. T.et al.",2020,"Changes in the Magnitude of the Individual and Combined Effects of Contaminants, Warming, and Predators on Tropical Cladocerans across 11 Generations",10.1021/acs.est.0c05366,Moina dubia,Moinidae,Crustacea,Arthropoda,Female,Internal,No,Lab,Lab-reared,Experimental,Aquatic,NA,NA,NA,More than 5 days,Mix,No,Constant,Yes (multiple generations),TEMP1596_2,TEMP1596A,Reproduction,Fecundity (nymph/female),Parthenogenetic,NA,-5.376123468,0.922567589,3,25,28,Warm
527,Good,TEMP159,212,3,3A,"Basirat et al, 2015",2015,"Demography of pistachio fruit hull borer moth, Arimania komaroffi (Lepidoptera: Pyralidae) under different constant temperatures",10.1016/j.aspen.2015.06.007,Arimania komaroffi,Pyralidae,Insecta,Arthropoda,Both,Internal,No,Lab,Wild-caught,Experimental,Terrestrial,Iran,Asia,NA,More than 5 days,Juvenile,No,Constant,No,TEMP159_3,TEMP159A,Reproduction,Gross fecundity - total number of eggs,Female,NA,0,0,0,25,25,Reference
528,Good,TEMP159,212,3,3A,"Basirat et al, 2015",2015,"Demography of pistachio fruit hull borer moth, Arimania komaroffi (Lepidoptera: Pyralidae) under different constant temperatures",10.1016/j.aspen.2015.06.007,Arimania komaroffi,Pyralidae,Insecta,Arthropoda,Both,Internal,No,Lab,Wild-caught,Experimental,Terrestrial,Iran,Asia,NA,More than 5 days,Juvenile,No,Constant,No,TEMP159_4,TEMP159A,Reproduction,Gross fertility - total number of hatched eggs,Female,NA,0,0,0,25,25,Reference
530,Good,TEMP159,212,3,3A,"Basirat et al, 2015",2015,"Demography of pistachio fruit hull borer moth, Arimania komaroffi (Lepidoptera: Pyralidae) under different constant temperatures",10.1016/j.aspen.2015.06.007,Arimania komaroffi,Pyralidae,Insecta,Arthropoda,Both,Internal,No,Lab,Wild-caught,Experimental,Terrestrial,Iran,Asia,NA,More than 5 days,Juvenile,No,Constant,No,TEMP159_3,TEMP159A,Reproduction,Gross fecundity - total number of eggs,Female,NA,0.578756959,0.1894309,2.5,25,27.5,Warm
531,Good,TEMP159,212,3,3A,"Basirat et al, 2015",2015,"Demography of pistachio fruit hull borer moth, Arimania komaroffi (Lepidoptera: Pyralidae) under different constant temperatures",10.1016/j.aspen.2015.06.007,Arimania komaroffi,Pyralidae,Insecta,Arthropoda,Both,Internal,No,Lab,Wild-caught,Experimental,Terrestrial,Iran,Asia,NA,More than 5 days,Juvenile,No,Constant,No,TEMP159_4,TEMP159A,Reproduction,Gross fertility - total number of hatched eggs,Female,NA,0.535581307,0.18833744,2.5,25,27.5,Warm
533,Good,TEMP159,212,3,3A,"Basirat et al, 2015",2015,"Demography of pistachio fruit hull borer moth, Arimania komaroffi (Lepidoptera: Pyralidae) under different constant temperatures",10.1016/j.aspen.2015.06.007,Arimania komaroffi,Pyralidae,Insecta,Arthropoda,Both,Internal,No,Lab,Wild-caught,Experimental,Terrestrial,Iran,Asia,NA,More than 5 days,Juvenile,No,Constant,No,TEMP159_3,TEMP159A,Reproduction,Gross fecundity - total number of eggs,Female,NA,0.885090414,0.199622387,5,25,30,Warm
534,Good,TEMP159,212,3,3A,"Basirat et al, 2015",2015,"Demography of pistachio fruit hull borer moth, Arimania komaroffi (Lepidoptera: Pyralidae) under different constant temperatures",10.1016/j.aspen.2015.06.007,Arimania komaroffi,Pyralidae,Insecta,Arthropoda,Both,Internal,No,Lab,Wild-caught,Experimental,Terrestrial,Iran,Asia,NA,More than 5 days,Juvenile,No,Constant,No,TEMP159_4,TEMP159A,Reproduction,Gross fertility - total number of hatched eggs,Female,NA,0.829734619,0.19746499,5,25,30,Warm
536,Good,TEMP159,212,3,3A,"Basirat et al, 2015",2015,"Demography of pistachio fruit hull borer moth, Arimania komaroffi (Lepidoptera: Pyralidae) under different constant temperatures",10.1016/j.aspen.2015.06.007,Arimania komaroffi,Pyralidae,Insecta,Arthropoda,Both,Internal,No,Lab,Wild-caught,Experimental,Terrestrial,Iran,Asia,NA,More than 5 days,Juvenile,No,Constant,No,TEMP159_3,TEMP159A,Reproduction,Gross fecundity - total number of eggs,Female,NA,-0.471466954,0.186870025,7.5,25,32.5,Warm
537,Good,TEMP159,212,3,3A,"Basirat et al, 2015",2015,"Demography of pistachio fruit hull borer moth, Arimania komaroffi (Lepidoptera: Pyralidae) under different constant temperatures",10.1016/j.aspen.2015.06.007,Arimania komaroffi,Pyralidae,Insecta,Arthropoda,Both,Internal,No,Lab,Wild-caught,Experimental,Terrestrial,Iran,Asia,NA,More than 5 days,Juvenile,No,Constant,No,TEMP159_4,TEMP159A,Reproduction,Gross fertility - total number of hatched eggs,Female,NA,-0.598344456,0.189954911,7.5,25,32.5,Warm
1687,Good,TEMP1604,1398,26,12B,"Pilkington, L. J.; Hoddle, M. S.",2006,"Reproductive and developmental biology of Gonatocerus ashmeadi (Hymenoptera : Mymaridae), an egg parasitoid of Homalodisca coagulata (Hemiptera : Cicadellidae)",10.1016/j.biocontrol.2006.02.006,Gonatocerus ashmeadi,Mymaridae,Insecta,Arthropoda,Female,Internal,Control agent,Lab,Lab-reared,Experimental,Both,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP1604_2,TEMP1604A,Reproduction,Fecundity (total progeny),Female,NA,-2.845392165,0.402406414,-10,25,15,Cool
1692,Good,TEMP1604,1398,26,12B,"Pilkington, L. J.; Hoddle, M. S.",2006,"Reproductive and developmental biology of Gonatocerus ashmeadi (Hymenoptera : Mymaridae), an egg parasitoid of Homalodisca coagulata (Hemiptera : Cicadellidae)",10.1016/j.biocontrol.2006.02.006,Gonatocerus ashmeadi,Mymaridae,Insecta,Arthropoda,Female,Internal,Control agent,Lab,Lab-reared,Experimental,Both,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP1604_2,TEMP1604A,Reproduction,Fecundity (total progeny),Female,NA,-0.629981779,0.209921926,-5,25,20,Cool
1697,Good,TEMP1604,1398,26,12B,"Pilkington, L. J.; Hoddle, M. S.",2006,"Reproductive and developmental biology of Gonatocerus ashmeadi (Hymenoptera : Mymaridae), an egg parasitoid of Homalodisca coagulata (Hemiptera : Cicadellidae)",10.1016/j.biocontrol.2006.02.006,Gonatocerus ashmeadi,Mymaridae,Insecta,Arthropoda,Female,Internal,Control agent,Lab,Lab-reared,Experimental,Both,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP1604_2,TEMP1604A,Reproduction,Fecundity (total progeny),Female,NA,0,0,0,25,25,Reference
1705,Good,TEMP1604,1398,26,12B,"Pilkington, L. J.; Hoddle, M. S.",2006,"Reproductive and developmental biology of Gonatocerus ashmeadi (Hymenoptera : Mymaridae), an egg parasitoid of Homalodisca coagulata (Hemiptera : Cicadellidae)",10.1016/j.biocontrol.2006.02.006,Gonatocerus ashmeadi,Mymaridae,Insecta,Arthropoda,Female,Internal,Control agent,Lab,Lab-reared,Experimental,Both,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP1604_2,TEMP1604A,Reproduction,Fecundity (total progeny),Female,NA,-0.156494301,0.211755597,5,25,30,Warm
1707,Good,TEMP1604,1398,26,12B,"Pilkington, L. J.; Hoddle, M. S.",2006,"Reproductive and developmental biology of Gonatocerus ashmeadi (Hymenoptera : Mymaridae), an egg parasitoid of Homalodisca coagulata (Hemiptera : Cicadellidae)",10.1016/j.biocontrol.2006.02.006,Gonatocerus ashmeadi,Mymaridae,Insecta,Arthropoda,Female,Internal,Control agent,Lab,Lab-reared,Experimental,Both,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP1604_2,TEMP1604A,Reproduction,Fecundity (total progeny),Female,NA,-2.694374538,0.381491354,8,25,33,Warm
