species_latin,family,class,phylum,original_name,resolved_name,temporary_name,thermoregulation,mobility,reproductive_mode,fertilisation_mode,agricultural_importance,habitat1,habitat2
Neoseiulus_longispinosus,Phytoseiidae,Arachnida,Arthropoda,Neoseiulus_longispinosus,neoseiulus_longispinosus,neoseiulus_longispinosus,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Neoseiulus_umbraticus,Phytoseiidae,Arachnida,Arthropoda,Neoseiulus_umbraticus,neoseiulus_umbraticus,neoseiulus_umbraticus,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Nephus_bisignatus,Coccinellidae,Insecta,Arthropoda,Nephus_bisignatus,nephus_bisignatus,nephus_bisignatus,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Nephus_includens,Coccinellidae,Insecta,Arthropoda,Nephus_includens,nephus_includens,nephus_includens,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Nesidiocoris_tenuis,Miridae,Insecta,Arthropoda,Nesidiocoris_tenuis,nesidiocoris_tenuis,nesidiocoris_tenuis,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Nezara_viridula,Pentatomidae,Insecta,Arthropoda,Nezara_viridula,nezara_viridula,nezara_viridula,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Nilaparvata_lugens,Delphacidae,Insecta,Arthropoda,Nilaparvata_lugens,nilaparvata_lugens,nilaparvata_lugens,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Noctua_atlantica,Noctuidae,Insecta,Arthropoda,Noctua_atlantica,noctua_atlantica,noctua_atlantica,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Nosopsyllus_fasciatus,Ceratophyllidae,Insecta,Arthropoda,Nosopsyllus_fasciatus,nosopsyllus_fasciatus,nosopsyllus_fasciatus,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Nothobranchius_furzeri,Nothobranchiidae,Actinopterygii,Chordata,Nothobranchius_furzeri,nothobranchius_furzeri,nothobranchius_furzeri,Ectotherm,Mobile,Sexual,External,No,Aquatic,Freshwater
Notomys_alexis,Muridae,Mammalia,Chordata,Notomys_alexis,notomys_alexis,notomys_alexis,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Nucella_freycinetii,Muricidae,Mollusca,Mollusca,Nucella_freycinetii,nucella_freycinetii,nucella_freycinetii,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Nucella_lapillus,Muricidae,Mollusca,Mollusca,Nucella_lapillus,nucella_lapillus,nucella_lapillus,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Nucella_lima,Muricidae,Mollusca,Mollusca,Nucella_lima,nucella_lima,nucella_lima,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Nysius_huttoni,Lygaeidae,Insecta,Arthropoda,Nysius_huttoni,nysius_huttoni,nysius_huttoni,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Octodonta_nipae,Chrysomelidae,Insecta,Arthropoda,Octodonta_nipae,octodonta_nipae,octodonta_nipae,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Octopus_maya,Octopodidae,Mollusca,Mollusca,Octopus_maya,octopus_maya,octopus_maya,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Odontaster_meridionalis,Odontasteridae,Echinodermata,Echinodermata,Odontaster_meridionalis,odontaster_meridionalis,odontaster_meridionalis,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Odontaster_validus,Odontasteridae,Echinodermata,Echinodermata,Odontaster_validus,odontaster_validus,odontaster_validus,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Odontesthes_bonariensis,Atherinopsidae,Actinopterygii,Chordata,Odontesthes_bonariensis,odontesthes_bonariensis,odontesthes_bonariensis,Ectotherm,Mobile,Sexual,External,Food,Aquatic,Freshwater
Oedaleus_asiaticus,Acrididae,Insecta,Arthropoda,Oedaleus_asiaticus,oedaleus_asiaticus,oedaleus_asiaticus,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Oikopleura_dioica,Oikopleuridae,Tunicata,Chordata,Oikopleura_dioica,oikopleura_dioica,Oikopleura_dioica,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Oithona_davisae,Oithonidae,Crustacea,Arthropoda,Oithona_davisae,oithona_davisae,oithona_davisae,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Oithona_similis,Oithonidae,Crustacea,Arthropoda,Oithona_similis,oithona_similis,oithona_similis,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Oligonychus_gossypii,Tetranychidae,Arachnida,Arthropoda,Oligonychus_gossypii,oligonychus_gossypii,oligonychus_gossypii,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Oligonychus_litchii,Tetranychidae,Arachnida,Arthropoda,Oligonychus_litchii,oligonychus_litchii,oligonychus_litchii,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Oligonychus_mangiferus,Tetranychidae,Arachnida,Arthropoda,Oligonychus_mangiferus,oligonychus_mangiferus,oligonychus_mangiferus,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Oligonychus_pratensis,Tetranychidae,Arachnida,Arthropoda,Oligonychus_pratensis,oligonychus_pratensis,oligonychus_pratensis,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Oligonychus_punicae,Tetranychidae,Arachnida,Arthropoda,Oligonychus_punicae,oligonychus_punicae,oligonychus_punicae,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Onchidoris_muricata,Onchidorididae,Mollusca,Mollusca,Onchidoris_muricata,onchidoris_muricata,onchidoris_muricata,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Oncorhynchus_mykiss,Salmonidae,Actinopterygii,Chordata,Oncorhynchus_mykiss,oncorhynchus_mykiss,Oncorhynchus_mykiss,Ectotherm,Mobile,Sexual,External,Farmed,Aquatic,Both
Oncorhynchus_tshawytscha,Salmonidae,Actinopterygii,Chordata,Oncorhynchus_tshawytscha,oncorhynchus_tshawytscha,oncorhynchus_tshawytscha,Ectotherm,Mobile,Sexual,External,Farmed,Aquatic,Both
Ontsira_mellipes,Braconidae,Insecta,Arthropoda,Ontsira_mellipes,ontsira_mellipes,ontsira_mellipes,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Oobius_agrili,Encyrtidae,Insecta,Arthropoda,Oobius_agrili,oobius_agrili,oobius_agrili,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Ooencyrtus_fecundus,Encyrtidae,Insecta,Arthropoda,Ooencyrtus_fecundus,ooencyrtus_fecundus,ooencyrtus_fecundus,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Ooencyrtus_nezarae,Encyrtidae,Insecta,Arthropoda,Ooencyrtus_nezarae,ooencyrtus_nezarae,ooencyrtus_nezarae,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Oomyzus_sokolowskii,Eulophidae,Insecta,Arthropoda,Oomyzus_sokolowskii,oomyzus_sokolowskii,oomyzus_sokolowskii,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Ophraella_communa,Chrysomelidae,Insecta,Arthropoda,Ophraella_communa,ophraella_communa,ophraella_communa,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Ophryotrocha_labronica,Dorvilleidae,Annelida,Annelida,Ophryotrocha_labronica,ophryotrocha_labronica,Ophryotrocha_permanni,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Opisina_arenosella,Xyloryctidae,Insecta,Arthropoda,Opisina_arenosella,opisina_arenosella,opisina_arenosella,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Opogona_sacchari,Tineidae,Insecta,Arthropoda,Opogona_sacchari,opogona_sacchari,opogona_sacchari,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Orbicella_faveolata,Merulinidae,Cnideria,Cnideria,Orbicella_faveolata,orbicella_faveolata,orbicella_faveolata,Ectotherm,Sessile,Hermaphrodite,External,No,Aquatic,Marine
Orchesella_cincta,Entomobryidae,Entognatha,Arthropoda,Orchesella_cincta,orchesella_cincta,orchesella_cincta,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Orconectes_luteus,Cambaridae,Crustacea,Arthropoda,Orconectes_luteus,orconectes_luteus,orconectes_luteus,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Oreochromis_mossambicus,Cichlidae,Actinopterygii,Chordata,Oreochromis_mossambicus,oreochromis_mossambicus,oreochromis_mossambicus,Ectotherm,Mobile,Sexual,External,No,Aquatic,Freshwater
Oreochromis_niloticus,Cichlidae,Actinopterygii,Chordata,Oreochromis_niloticus,oreochromis_niloticus,oreochromis_niloticus,Ectotherm,Mobile,Sexual,External,No,Aquatic,Freshwater
Oreotragus_oreotragus,Bovidae,Mammalia,Chordata,Oreotragus_oreotragus,oreotragus_oreotragus,oreotragus_oreotragus,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Orius_albidipennis,Anthocoridae,Insecta,Arthropoda,Orius_albidipennis,orius_albidipennis,orius_albidipennis,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Orius_laevigatus,Anthocoridae,Insecta,Arthropoda,Orius_laevigatus,orius_laevigatus,orius_laevigatus,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Orius_naivashae,Anthocoridae,Insecta,Arthropoda,Orius_naivashae,orius_naivashae,orius_naivashae,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Orius_niger,Anthocoridae,Insecta,Arthropoda,Orius_niger,orius_niger,orius_niger,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Orius_sauteri,Anthocoridae,Insecta,Arthropoda,Orius_sauteri,orius_sauteri,orius_sauteri,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Orius_thripoborus,Anthocoridae,Insecta,Arthropoda,Orius_thripoborus,orius_thripoborus,Orius_agilis,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Orius_thyestes,Anthocoridae,Insecta,Arthropoda,Orius_thyestes,orius_thyestes,orius_thyestes,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Ornithodoros_turicata,Argasidae,Arachnida,Arthropoda,Ornithodoros_turicata,ornithodoros_turicata,ornithodoros_turicata,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Oryctolagus_cuniculus,Leporidae,Mammalia,Chordata,Oryctolagus_cuniculus,oryctolagus_cuniculus,oryctolagus_cuniculus,Endotherm,Mobile,Sexual,Internal,Farmed,Terrestrial,Terrestrial
Oryzaephilus_surinamensis,Silvanidae,Insecta,Arthropoda,Oryzaephilus_surinamensis,oryzaephilus_surinamensis,oryzaephilus_surinamensis,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Oryzias_latipes,Adrianichthyidae,Actinopterygii,Chordata,Oryzias_latipes,oryzias_latipes,oryzias_latipes,Ectotherm,Mobile,Sexual,External,No,Aquatic,Freshwater
Ostrea_chilensis,Ostreidae,Mollusca,Mollusca,Ostrea_chilensis,ostrea_chilensis,Ostrea_algoensis,Ectotherm,Sessile,Hermaphrodite,Internal,Food,Aquatic,Marine
Ostrea_edulis,Ostreidae,Mollusca,Mollusca,Ostrea_edulis,ostrea_edulis,ostrea_edulis,Ectotherm,Sessile,Hermaphrodite,Internal,Food,Aquatic,Marine
Ostrea_lurida,Ostreidae,Mollusca,Mollusca,Ostrea_lurida,ostrea_lurida,ostrea_lurida,Ectotherm,Sessile,Sexual,Internal,Food,Aquatic,Marine
Ostrinia_nubilalis,Crambidae,Insecta,Arthropoda,Ostrinia_nubilalis,ostrinia_nubilalis,ostrinia_nubilalis,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Ovabunda,Xeniidae,Cnideria,Cnideria,Ovabunda,ovabunda,Ovabunda_arabica,Ectotherm,Sessile,Sexual,External,No,Aquatic,Marine
Ovis_aries,Bovidae,Mammalia,Chordata,Ovis_aries,ovis_aries,ovis_aries,Endotherm,Mobile,Sexual,Internal,Farmed,Terrestrial,Terrestrial
Pachycrepoideus_vindemmiae,Pteromalidae,Insecta,Arthropoda,Pachycrepoideus_vindemmiae,pachycrepoideus_vindemmiae,pachycrepoideus_vindemmiae,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Pan_troglodytes,Hominidae,Mammalia,Chordata,Pan_troglodytes,pan_troglodytes,pan_troglodytes,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Panolis_flammea,Noctuidae,Insecta,Arthropoda,Panolis_flammea,panolis_flammea,panolis_flammea,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Panonychus_citri,Tetranychidae,Arachnida,Arthropoda,Panonychus_citri,panonychus_citri,panonychus_citri,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Panopea_zelandica,Hiatellidae,Mollusca,Mollusca,Panopea_zelandica,panopea_zelandica,panopea_zelandica,Ectotherm,Sessile,Sexual,External,No,Aquatic,Marine
Panulirus_interruptus,Palinuridae,Crustacea,Arthropoda,Panulirus_interruptus,panulirus_interruptus,panulirus_interruptus,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Panulirus_ornatus,Palinuridae,Crustacea,Arthropoda,Panulirus_ornatus,panulirus_ornatus,panulirus_ornatus,Ectotherm,Mobile,Sexual,Internal,Farmed,Aquatic,Marine
Papio_cynocephalus,Cercopithecidae,Mammalia,Chordata,Papio_cynocephalus,papio_cynocephalus,papio_cynocephalus,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Parabemisia_myricae,Aleyrodidae,Insecta,Arthropoda,Parabemisia_myricae,parabemisia_myricae,parabemisia_myricae,Ectotherm,Mobile,Parthenogenetic,NA,Pest,Terrestrial,Terrestrial
Paracalanus_parvus,Paracalanidae,Crustacea,Arthropoda,Paracalanus_parvus,paracalanus_parvus,paracalanus_parvus,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Paracalanus_quasimodo,Paracalanidae,Crustacea,Arthropoda,Paracalanus_quasimodo,paracalanus_quasimodo,paracalanus_quasimodo,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Paracartia_grani,Acartiidae,Crustacea,Arthropoda,Paracartia_grani,paracartia_grani,paracartia_grani,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Paracartia_latisetosa,Acartiidae,Crustacea,Arthropoda,Paracartia_latisetosa,paracartia_latisetosa,paracartia_latisetosa,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Paracentrotus_lividus,Parechinidae,Echinodermata,Echinodermata,Paracentrotus_lividus,paracentrotus_lividus,paracentrotus_lividus,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Paracoccus_burnerae,Pseudococcidae,Insecta,Arthropoda,Paracoccus_burnerae,paracoccus_burnerae,paracoccus_burnerae,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Paracoccus_marginatus,Pseudococcidae,Insecta,Arthropoda,Paracoccus_marginatus,paracoccus_marginatus,Paracoccus_abnormalis,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Paracyclopina_nana,Cyclopettidae,Crustacea,Arthropoda,Paracyclopina_nana,paracyclopina_nana,paracyclopina_nana,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Paraleucilla_magna,Amphoriscidae,Porifera,Porifera,Paraleucilla_magna,paraleucilla_magna,paraleucilla_magna,Ectotherm,Sessile,Hermaphrodite,External,No,Aquatic,Marine
Paramuricea_clavata,Plexauridae,Cnideria,Cnideria,Paramuricea_clavata,paramuricea_clavata,paramuricea_clavata,Ectotherm,Sessile,Sexual,External,No,Aquatic,Marine
Parapoynx_crisonalis,Crambidae,Insecta,Arthropoda,Parapoynx_crisonalis,parapoynx_crisonalis,parapoynx_crisonalis,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Pararge_aegeria,Nymphalidae,Insecta,Arthropoda,Pararge_aegeria,pararge_aegeria,pararge_aegeria,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Pardosa_astrigera,Lycosidae,Arachnida,Arthropoda,Pardosa_astrigera,pardosa_astrigera,pardosa_astrigera,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Parechinus_angulosus,Parechinidae,Echinodermata,Echinodermata,Parechinus_angulosus,parechinus_angulosus,parechinus_angulosus,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Pareuchaetes_insulata,Erebidae,Insecta,Arthropoda,Pareuchaetes_insulata,pareuchaetes_insulata,pareuchaetes_insulata,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Parnara_guttata,Hesperiidae,Insecta,Arthropoda,Parnara_guttata,parnara_guttata,parnara_guttata,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Parocneria_orienta,Erebidae,Insecta,Arthropoda,Parocneria_orienta,parocneria_orienta,parocneria_nora,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Paroedura_picta,Gekkonidae,Reptilia,Chordata,Paroedura_picta,paroedura_picta,paroedura_picta,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Parus_major,Paridae,Aves,Chordata,Parus_major,parus_major,parus_major,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Passer_domesticus,Passeridae,Aves,Chordata,Passer_domesticus,passer_domesticus,Passer_domesticus_domesticus,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Passer_montanus,Passeridae,Aves,Chordata,Passer_montanus,passer_montanus,passer_montanus,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Patella_coerulea,Patellidae,Mollusca,Mollusca,Patella_coerulea,patella_coerulea,Patella_albicosta,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Patiriella_regularis,Asterinidae,Echinodermata,Echinodermata,Patiriella_regularis,patiriella_regularis,patiriella_regularis,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Pecari_tajacu,Tayassuidae,Mammalia,Chordata,Pecari_tajacu,pecari_tajacu,pecari_tajacu,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Pectinophora_gossypiella,Gelechiidae,Insecta,Arthropoda,Pectinophora_gossypiella,pectinophora_gossypiella,pectinophora_gossypiella,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Pediculaster_mesembrinae,Siteroptidae,Arachnida,Arthropoda,Pediculaster_mesembrinae,pediculaster_mesembrinae,Pediculaster_muraiae,Ectotherm,Mobile,Parthenogenetic,NA,Pest,Terrestrial,Terrestrial
Pellioditis_marina,Rhabditidae,Nematoda,Nematoda,Pellioditis_marina,pellioditis_marina,pellioditis_marina,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Pelophylax_nigromaculatus,Ranidae,Amphibia,Chordata,Pelophylax_nigromaculatus,pelophylax_nigromaculatus,pelophylax_nigromaculatus,Ectotherm,Mobile,Sexual,External,No,Both,Freshwater
Pelophylax_perezi,Ranidae,Amphibia,Chordata,Pelophylax_perezi,pelophylax_perezi,pelophylax_perezi,Ectotherm,Mobile,Sexual,External,No,Both,Freshwater
Pemphigus_betae,Aphididae,Insecta,Arthropoda,Pemphigus_betae,pemphigus_betae,pemphigus_betae,Ectotherm,Mobile,Parthenogenetic,NA,Pest,Terrestrial,Terrestrial
Pemphigus_populitransversus,Aphididae,Insecta,Arthropoda,Pemphigus_populitransversus,pemphigus_populitransversus,pemphigus_populitransversus,Ectotherm,Mobile,Parthenogenetic,NA,Pest,Terrestrial,Terrestrial
Penaeus_merguiensis,Penaeidae,Crustacea,Arthropoda,Penaeus_merguiensis,penaeus_merguiensis,penaeus_merguiensis,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Penaeus_semisulcatus,Penaeidae,Crustacea,Arthropoda,Penaeus_semisulcatus,penaeus_semisulcatus,Penaeus_arambourgi,Ectotherm,Mobile,Sexual,External,Food,Aquatic,Marine
Penaeus_setiferus,Penaeidae,Crustacea,Arthropoda,Penaeus_setiferus,penaeus_setiferus,penaeus_setiferus,Ectotherm,Mobile,Sexual,Internal,Farmed,Aquatic,Marine
Penaeus_vannamei,Penaeidae,Crustacea,Arthropoda,Penaeus_vannamei,penaeus_vannamei,penaeus_vannamei,Ectotherm,Mobile,Sexual,Internal,Farmed,Aquatic,Marine
Penthesilenula_brasiliensis,Darwinulidae,Crustacea,Arthropoda,Penthesilenula_brasiliensis,penthesilenula_brasiliensis,penthesilenula_brasiliensis,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Freshwater
Peramphithoe_parmerong,Ampithoidae,Crustacea,Arthropoda,Peramphithoe_parmerong,peramphithoe_parmerong,peramphithoe_parmerong,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Perca_flavescens,Percidae,Actinopterygii,Chordata,Perca_flavescens,perca_flavescens,Perca_falcata,Ectotherm,Mobile,Sexual,External,No,Aquatic,Freshwater
Perca_fluviatilis,Percidae,Actinopterygii,Chordata,Perca_fluviatilis,perca_fluviatilis,perca_fluviatilis,Ectotherm,Mobile,Sexual,External,No,Aquatic,Freshwater
Periplaneta_americana,Blattidae,Insecta,Arthropoda,Periplaneta_americana,periplaneta_americana,periplaneta_americana,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Peristenus_spretus,Braconidae,Insecta,Arthropoda,Peristenus_spretus,peristenus_spretus,peristenus_spretus,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Perna_perna,Mytilidae,Mollusca,Mollusca,Perna_perna,perna_perna,perna_perna,Ectotherm,Sessile,Hermaphrodite,External,No,Aquatic,Marine
Perna_viridis,Mytilidae,Mollusca,Mollusca,Perna_viridis,perna_viridis,perna_viridis,Ectotherm,Sessile,Sexual,External,No,Aquatic,Marine
Perumytilus_purpuratus,Mytilidae,Mollusca,Mollusca,Perumytilus_purpuratus,perumytilus_purpuratus,perumytilus_purpuratus,Ectotherm,Sessile,Sexual,External,No,Aquatic,Marine
Pezothrips_kellyanus,Thripidae,Insecta,Arthropoda,Pezothrips_kellyanus,pezothrips_kellyanus,pezothrips_kellyanus,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Phaedon_brassicae,Chrysomelidae,Insecta,Arthropoda,Phaedon_brassicae,phaedon_brassicae,phaedon_brassicae,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Phallocryptus_spinosa,Thamnocephalidae,Crustacea,Arthropoda,Phallocryptus_spinosa,phallocryptus_spinosa,Phallocryptus_sublettei,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Salt
Phenacoccus_madeirensis,Pseudococcidae,Insecta,Arthropoda,Phenacoccus_madeirensis,phenacoccus_madeirensis,phenacoccus_madeirensis,Ectotherm,Mobile,Parthenogenetic,NA,Pest,Terrestrial,Terrestrial
Phenacoccus_solenopsis,Pseudococcidae,Insecta,Arthropoda,Phenacoccus_solenopsis,phenacoccus_solenopsis,phenacoccus_solenopsis,Ectotherm,Mobile,Parthenogenetic,NA,Pest,Terrestrial,Terrestrial
Philetairus_socius,Ploceidae,Aves,Chordata,Philetairus_socius,philetairus_socius,philetairus_socius,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Phlebotomus_papatasi,Psychodidae,Insecta,Arthropoda,Phlebotomus_papatasi,phlebotomus_papatasi,phlebotomus_papatasi,Ectotherm,Mobile,Sexual,Internal,Vector,Terrestrial,Terrestrial
Phoenicurus_phoenicurus,Muscicapidae,Aves,Chordata,Phoenicurus_phoenicurus,phoenicurus_phoenicurus,phoenicurus_phoenicurus,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Pholetesor_ornigis,Braconidae,Insecta,Arthropoda,Pholetesor_ornigis,pholetesor_ornigis,pholetesor_ornigis,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Phoracantha_recurva,Cerambycidae,Insecta,Arthropoda,Phoracantha_recurva,phoracantha_recurva,phoracantha_recurva,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Phoracantha_semipunctata,Cerambycidae,Insecta,Arthropoda,Phoracantha_semipunctata,phoracantha_semipunctata,phoracantha_semipunctata,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Phormia_regina,Calliphoridae,Insecta,Arthropoda,Phormia_regina,phormia_regina,phormia_regina,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
