"","Status","Paper.code","Paper.number","Screening.set","Extraction.set","Paper","Publication.year","Title","DOI","Species.latin","Family","Class","Phylum","Sex.exposed","Fertilisation.mode","Agricultural.importance","Lab.or.field","Animal.origin","Stressor.variation","Habitat","Country.of.origin","Continent.of.origin","Ocean.sea.of.origin","Exposure.duration","Life.stage.of.animal","Lowest.temp.below.10.C.","Constant.or.fluctuating.","Acclimated.","Experiment.code","Sex","Shared.Longevity.","Rearing.temperature","diff","reftemp","treattemp","warm.cool","es_reproduction","v_reproduction","es_longevity","v_longevity"
"1104","Good","TEMP2149",1860,36,"16B","Wang, L.et al.",2019,"Temperature, deltamethrin-resistance status and performance measures of Plutella xylostella: complex responses of insects to environmental variables","10.1111/een.12805","Plutella xylostella","Plutellidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2149_A","Female","Female",23,5,25,30,"Warm",-1.625672585,0.219522894,-1.546090106,0.099907641
"1105","Good","TEMP2152",1863,36,"22B","Wang, T.; Keller, M. A. m. j.",2020,"Larger is Better in the Parasitoid Eretmocerus warrae (Hymenoptera: Aphelinidae","10.3390/insects11010039","Eretmocerus warrae","Aphelinidae","Insecta","Arthropoda","Parthenogenetic",NA,"Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2152A","Parthenogenetic","Parthenogenetic",26,-6,26,20,"Cool",0.263900437,0.403482172,2.02312418,0.604651572
"1106","Good","TEMP2152",1863,36,"22B","Wang, T.; Keller, M. A. m. j.",2020,"Larger is Better in the Parasitoid Eretmocerus warrae (Hymenoptera: Aphelinidae","10.3390/insects11010039","Eretmocerus warrae","Aphelinidae","Insecta","Arthropoda","Parthenogenetic",NA,"Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2152A","Parthenogenetic","Parthenogenetic",26,6,26,32,"Warm",-4.644285586,1.47846943,-2.07151829,0.614559401
"1127","Good","TEMP2160",1870,36,"17B","Waqas, M. S.et al. (b)",2020,"Lethal and sublethal effect of heat shock on Phenacoccus solenopsis Tinsley (Hemiptera: Pseudococcidae)","10.1016/j.jtherbio.2020.102679","Phenacoccus solenopsis","Pseudococcidae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"< 24 hours","Adult","No","Constant","No","TEMP2160B","Female","Female",30,10.63,30,40.63,"Warm",0.062456181,0.066699173,0.255086527,0.067208909
"1128","Good","TEMP2160",1870,36,"17B","Waqas, M. S.et al. (b)",2020,"Lethal and sublethal effect of heat shock on Phenacoccus solenopsis Tinsley (Hemiptera: Pseudococcidae)","10.1016/j.jtherbio.2020.102679","Phenacoccus solenopsis","Pseudococcidae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"< 24 hours","Adult","No","Constant","No","TEMP2160B","Female","Female",30,13.67,30,43.67,"Warm",-0.206644678,0.067022517,-0.180274627,0.066937491
"1129","Good","TEMP2160",1870,36,"17B","Waqas, M. S.et al. (b)",2020,"Lethal and sublethal effect of heat shock on Phenacoccus solenopsis Tinsley (Hemiptera: Pseudococcidae)","10.1016/j.jtherbio.2020.102679","Phenacoccus solenopsis","Pseudococcidae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"< 24 hours","Adult","No","Constant","No","TEMP2160B","Female","Female",30,14.91,30,44.91,"Warm",-0.406078017,0.068040828,-0.051017305,0.066688356
"1130","Good","TEMP2160",1870,36,"17B","Waqas, M. S.et al. (b)",2020,"Lethal and sublethal effect of heat shock on Phenacoccus solenopsis Tinsley (Hemiptera: Pseudococcidae)","10.1016/j.jtherbio.2020.102679","Phenacoccus solenopsis","Pseudococcidae","Insecta","Arthropoda","Female","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"< 24 hours","Adult","No","Constant","No","TEMP2160B","Female","Female",30,16.15,30,46.15,"Warm",-0.022059699,0.066670722,0.315480597,0.067496067
"1135","Good","TEMP22",6,NA,"C","Ahmed et al, 2016",2016,"Developmental biology and demographic parameters of antestia bug Antestiopsis thunbergii (Hemiptera: Pentatomidae), on Coffea arabica (Rubiaceae) at different constant temperatures","10.1017/S1742758416000072","Antestiopsis thunbergii","Pentatomidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP22_A","Female","Female",25,-5,25,20,"Cool",2.338138768,0.079764649,1.458681735,0.061417723
"1136","Good","TEMP22",6,NA,"C","Ahmed et al, 2016",2016,"Developmental biology and demographic parameters of antestia bug Antestiopsis thunbergii (Hemiptera: Pentatomidae), on Coffea arabica (Rubiaceae) at different constant temperatures","10.1017/S1742758416000072","Antestiopsis thunbergii","Pentatomidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP22_A","Female","Female",25,5,25,30,"Warm",-0.60043017,0.068618852,-0.289043659,0.06690916
"1139","Good","TEMP2212",1911,37,"17B","Xia et al",1999,"Influence of temperature on bionomics of cotton aphid, Aphis gossypii, on cotton","10.1046/j.1570-7458.1999.00420.x","Aphis gossypii","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Lab-reared","Experimental","Terrestrial","China","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP2213A","Female","Female",NA,-15,25,10,"Cool",-1.367735435,0.08168094,42.4720079,12.42415187
"1140","Good","TEMP2212",1911,37,"17B","Xia et al",1999,"Influence of temperature on bionomics of cotton aphid, Aphis gossypii, on cotton","10.1046/j.1570-7458.1999.00420.x","Aphis gossypii","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Lab-reared","Experimental","Terrestrial","China","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP2213A","Female","Female",NA,-10,25,15,"Cool",-0.415039278,0.063479459,26.68615137,4.747547996
"1141","Good","TEMP2212",1911,37,"17B","Xia et al",1999,"Influence of temperature on bionomics of cotton aphid, Aphis gossypii, on cotton","10.1046/j.1570-7458.1999.00420.x","Aphis gossypii","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Lab-reared","Experimental","Terrestrial","China","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP2213A","Female","Female",NA,-5,25,20,"Cool",-0.229467073,0.050427661,9.68853437,0.602280855
"1142","Good","TEMP2212",1911,37,"17B","Xia et al",1999,"Influence of temperature on bionomics of cotton aphid, Aphis gossypii, on cotton","10.1046/j.1570-7458.1999.00420.x","Aphis gossypii","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Lab-reared","Experimental","Terrestrial","China","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP2213A","Female","Female",NA,5,25,30,"Warm",-0.915560873,0.045916082,-3.313239566,0.09818054
"1143","Good","TEMP2212",1911,37,"17B","Xia et al",1999,"Influence of temperature on bionomics of cotton aphid, Aphis gossypii, on cotton","10.1046/j.1570-7458.1999.00420.x","Aphis gossypii","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Lab-reared","Experimental","Terrestrial","China","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP2213A","Female","Female",NA,10,25,35,"Warm",-1.584293682,0.076833205,-5.684581239,0.270368772
"1144","Good","TEMP2224",1921,37,"16A","Yadav & Chang",2012,"Temperature-dependent development and life table parameters of Thrips palmi (Thysanoptera: Thripidae) on eggplant","10.1007/s13355-012-0114-x","Thrips palmi","Thripidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2224A","Female","Female",25,-9,25,16,"Cool",-4.228593934,0.114876097,10.78831467,0.535845014
"1145","Good","TEMP2224",1921,37,"16A","Yadav & Chang",2012,"Temperature-dependent development and life table parameters of Thrips palmi (Thysanoptera: Thripidae) on eggplant","10.1007/s13355-012-0114-x","Thrips palmi","Thripidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2224A","Female","Female",25,-6,25,19,"Cool",-3.794926325,0.089076239,6.565375167,0.201196103
"1146","Good","TEMP2224",1921,37,"16A","Yadav & Chang",2012,"Temperature-dependent development and life table parameters of Thrips palmi (Thysanoptera: Thripidae) on eggplant","10.1007/s13355-012-0114-x","Thrips palmi","Thripidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2224A","Female","Female",25,-3,25,22,"Cool",-2.158501974,0.043482322,2.784705821,0.054083198
"1147","Good","TEMP2224",1921,37,"16A","Yadav & Chang",2012,"Temperature-dependent development and life table parameters of Thrips palmi (Thysanoptera: Thripidae) on eggplant","10.1007/s13355-012-0114-x","Thrips palmi","Thripidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2224A","Female","Female",25,3,25,28,"Warm",-0.479535269,0.030320346,-1.920845,0.04285546
"1148","Good","TEMP2224",1921,37,"16A","Yadav & Chang",2012,"Temperature-dependent development and life table parameters of Thrips palmi (Thysanoptera: Thripidae) on eggplant","10.1007/s13355-012-0114-x","Thrips palmi","Thripidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2224A","Female","Female",25,6,25,31,"Warm",-1.631765855,0.039487402,-6.772424614,0.197162859
"1149","Good","TEMP2236",1930,37,"16A","Yao et al",2011,"Effects of temperature on development, survival, longevity, and fecundity of Serangium japonicum (Coleoptera: Coccinellidae), a predator of Bemisia tabaci Gennadius (Homoptera: Aleyrodidae)","10.1080/09583157.2010.516818","Serangium japonicum","Coccinellidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2236A","Female","Yes",NA,-6,26,20,"Cool",-0.781363496,0.143508815,1.261789133,0.15986853
"1150","Good","TEMP2236",1930,37,"16A","Yao et al",2011,"Effects of temperature on development, survival, longevity, and fecundity of Serangium japonicum (Coleoptera: Coccinellidae), a predator of Bemisia tabaci Gennadius (Homoptera: Aleyrodidae)","10.1080/09583157.2010.516818","Serangium japonicum","Coccinellidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2236A","Female","Yes",NA,-3,26,23,"Cool",-0.351789685,0.135395933,0.66910172,0.140794952
"1151","Good","TEMP2236",1930,37,"16A","Yao et al",2011,"Effects of temperature on development, survival, longevity, and fecundity of Serangium japonicum (Coleoptera: Coccinellidae), a predator of Bemisia tabaci Gennadius (Homoptera: Aleyrodidae)","10.1080/09583157.2010.516818","Serangium japonicum","Coccinellidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2236A","Female","Yes",NA,3,26,29,"Warm",-0.58194779,0.138977721,-0.125592181,0.133596223
"1152","Good","TEMP2236",1930,37,"16A","Yao et al",2011,"Effects of temperature on development, survival, longevity, and fecundity of Serangium japonicum (Coleoptera: Coccinellidae), a predator of Bemisia tabaci Gennadius (Homoptera: Aleyrodidae)","10.1080/09583157.2010.516818","Serangium japonicum","Coccinellidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2236A","Female","Yes",NA,6,26,32,"Warm",-1.62510732,0.177349563,-0.369599847,0.135610068
"1153","Good","TEMP2236",1930,37,"16A","Yao et al",2011,"Effects of temperature on development, survival, longevity, and fecundity of Serangium japonicum (Coleoptera: Coccinellidae), a predator of Bemisia tabaci Gennadius (Homoptera: Aleyrodidae)","10.1080/09583157.2010.516818","Serangium japonicum","Coccinellidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2236A","Female","Yes",NA,9,26,35,"Warm",-2.214982893,0.215102487,-1.418287038,0.166858969
"1154","Good","TEMP2237",1931,37,"17B","Yashima & Murai",2013,"Development and reproduction of a potential biological control agent, Aphelinus varipes (Hymenoptera: Aphelinidae), at different temperatures","10.1007/s13355-012-0147-1","Aphelinus varipes","Aphelinidae","Insecta","Arthropoda","Both","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","No","TEMP2237A","Female","Female",22,5,20,25,"Warm",-0.152786741,0.130628614,-0.063830621,0.130317816
"1155","Good","TEMP2241",1935,37,"16A","Ydergaard et al",1997,"The predatory mite Hypoaspis miles: Temperature dependent life table characteristics on a diet of sciarid larvae, Bradysia paupera and B-tritici","10.1046/j.1570-7458.1997.00248.x","Hypoaspis miles","Laelapidae","Arachnida","Arthropoda","Both","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2241A","Female","Female",20,-5,20,15,"Cool",-0.595122109,0.077353429,1.014684286,0.083607261
"1156","Good","TEMP2241",1935,37,"16A","Ydergaard et al",1997,"The predatory mite Hypoaspis miles: Temperature dependent life table characteristics on a diet of sciarid larvae, Bradysia paupera and B-tritici","10.1046/j.1570-7458.1997.00248.x","Hypoaspis miles","Laelapidae","Arachnida","Arthropoda","Both","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2241A","Female","Female",20,5,20,25,"Warm",0.456121506,0.068154104,-1.131052425,0.0769347
"1157","Good","TEMP2241",1935,37,"16A","Ydergaard et al",1997,"The predatory mite Hypoaspis miles: Temperature dependent life table characteristics on a diet of sciarid larvae, Bradysia paupera and B-tritici","10.1046/j.1570-7458.1997.00248.x","Hypoaspis miles","Laelapidae","Arachnida","Arthropoda","Both","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP2241A","Female","Female",20,10,20,30,"Warm",0.065733821,0.063386064,-2.154708486,0.099066432
"1158","Good","TEMP2243",1936,37,NA,"Yeargan et al",1978,"FECUNDITY AND LONGEVITY OF BATHYPLECTES-CURCULIONIS (HYMENOPTERA ICHNEUMONIDAE) UNDER CONSTANT AND FLUCTUATING TEMPERATURES","10.1093/ee/7.1.36","Blathyplectes curculionis","Ichneumonidae","Insecta","Arthropoda","Female","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","both","no","TEMP2243_A","Female","Female",21,-8.6,21.1,12.5,"Cool",-0.340191459,0.202893256,0.958791502,0.222982029
"1167","Good","TEMP226",264,4,"3A","Bonato 1999",1999,"The effect of temperature on life history parameters of Tetranychus evansi (Acari : Tetranychidae","10.1023/A:1006144610009","Tetranychus evansi","Tetranychidae","Arachnida","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP226A","Female","Female",28,-5,26,21,"Cool",-0.043703452,0.076829613,0.813794617,0.083059346
"1168","Good","TEMP226",264,4,"3A","Bonato 1999",1999,"The effect of temperature on life history parameters of Tetranychus evansi (Acari : Tetranychidae","10.1023/A:1006144610009","Tetranychus evansi","Tetranychidae","Arachnida","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP226A","Female","Female",28,5,26,31,"Warm",0.169033854,0.069349709,-0.371787037,0.070234009
"1169","Good","TEMP226",264,4,"3A","Bonato 1999",1999,"The effect of temperature on life history parameters of Tetranychus evansi (Acari : Tetranychidae","10.1023/A:1006144610009","Tetranychus evansi","Tetranychidae","Arachnida","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Mix","No","Constant","No","TEMP226A","Female","Female",28,10,26,36,"Warm",-0.379761363,0.072478231,-0.867552596,0.077634407
"1170","Good","TEMP2262",1953,38,"16A","Zahiri, B.et al.",2010,"Modeling Demographic Response to Constant Temperature in Hypera postica (Coleoptera: Curculionidae)","10.1603/EC09063","Hypera postica","Curculionidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","No","TEMP2262A","Female","Female",24,-12.5,24,11.5,"Cool",-3.806895893,0.281155704,2.632520169,0.186627031
"1171","Good","TEMP2262",1953,38,"16A","Zahiri, B.et al.",2010,"Modeling Demographic Response to Constant Temperature in Hypera postica (Coleoptera: Curculionidae)","10.1603/EC09063","Hypera postica","Curculionidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","No","TEMP2262A","Female","Female",24,-10,24,14,"Cool",-3.301975001,0.236287986,1.496307373,0.127986697
"1172","Good","TEMP2262",1953,38,"16A","Zahiri, B.et al.",2010,"Modeling Demographic Response to Constant Temperature in Hypera postica (Coleoptera: Curculionidae)","10.1603/EC09063","Hypera postica","Curculionidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","No","TEMP2262A","Female","Female",24,-5,24,19,"Cool",-1.409846051,0.124845824,0.467461932,0.102731508
"1173","Good","TEMP2262",1953,38,"16A","Zahiri, B.et al.",2010,"Modeling Demographic Response to Constant Temperature in Hypera postica (Coleoptera: Curculionidae)","10.1603/EC09063","Hypera postica","Curculionidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","No","TEMP2262A","Female","Female",24,5,24,29,"Warm",-0.929147378,0.110791436,-1.757494985,0.138609858
"1174","Good","TEMP2262",1953,38,"16A","Zahiri, B.et al.",2010,"Modeling Demographic Response to Constant Temperature in Hypera postica (Coleoptera: Curculionidae)","10.1603/EC09063","Hypera postica","Curculionidae","Insecta","Arthropoda","Both","Internal","Pest","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","No","TEMP2262A","Female","Female",24,7.5,24,31.5,"Warm",-3.966215543,0.296635822,-3.802156269,0.280704904
