--,Decision,Exclusion reason,Paper code,Paper number,Screening set,Extraction set,Paper,Publication year,Title,DOI,Species latin,Family,Class,Phylum,Sex exposed,Fertilisation mode,Agricultural importance,Lab or field,Animal origin,Stressor variation,Habitat,Country of origin,Continent of origin,Ocean/sea of origin,Exposure duration,Life-stage of animal,Lowest temp below 10°C?,Constant or fluctuating?,Acclimated?,Temperature,Humidity,pH,Salinity,Radiation,Number of stressors,Interaction effects?,Other stressors,Gamete traits,Gonad traits,Reproductive output,Mating behaviour,Survival,Comments,Number of projects,#SURVIVAL,#AQUATIC,#WILD,#SPERM,#COLD,#INTERACTION,...52
Mareike Koppik,Exclude,Fluctuating vs constant. same mean,TEMP715,653,12,6A,"HAGSTRUM, D.; LEACH, C.",1973,ROLE OF CONSTANT AND FLUCTUATING TEMPERATURES IN DETERMINING DEVELOPMENT TIME AND FECUNDITY OF 3 SPECIES OF STORED-PRODUCTS COLEOPTERA,10.1093/aesa/66.2.407,"Tribolium castaneum, Tribolium inclusum, Sitophilus oryzae",Mix,Insecta,Arthropoda,Females only,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Both,No,Yes,No,No,No,No,1,NA,No,NA,NA,Egg number,NA,Yes,comparison between fluctuating and constant temperature,1,Yes,No,No,No,No,No,NA
Marco Graziano,Exclude,No sample size,TEMP727,78,T8,20A,"Han et al, 2011",2011,"Why is Diaphanosoma (Crustacea: Ctenopoda) so common in the tropics? Influence of temperature and food on the population parameters of Diaphanosoma dubium, and a hypothesis on the nature of tropical cladocerans",10.1007/s10750-010-0501-7,Diaphanosoma dubium,Sididae,Crustacea,Arthropoda,Both sexes,Internal,No,Lab,Wild-caught,Experimental,Aquatic,China,Asia,NA,More than 5 days,Mix,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Offspring number,NA,Yes,NA,2,Yes,Yes,No,No,No,No,NA
Mareike Koppik,Include,NA,TEMP731,661,12,6A,"Haque, M. M.; Kawai, A.",2003,"Effect of temperature on development and reproduction of the tomato russet mite, Aculops lycopersici (Massee) (Acari : Eriophyidae)",10.1303/aez.2003.97,Aculops lycopersici,Eriophyidae,Arachnida,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Egg number,NA,Yes,contains population growth estimates,1,Yes,No,No,No,No,No,NA
Abhishek,Exclude,Reproduction only,TEMP732,80,T8,1B,"Harbi et al, 2018",2018,"Functional response of Diachasmimorpha longicaudata (Ashmead) over Ceratitis capitata (Wiedemann): Influence of temperature, fruit location and host density",10.1016/j.cropro.2018.03.010,Diachasmimorpha longicaudata,Braconidae,Insecta,Arthropoda,Both sexes,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,1 to 5 days,Adult,No,Constant,No,Yes,No,No,No,No,1,NA,NA,NA,NA,Offspring number,NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Mareike Koppik,Exclude,no usable fertility data but population growth rates etc.,TEMP737,666,12,6A,"Hasan, F.; Ansari, M. S.",2016,Temperature-dependent development and demography of Zygogramma bicolorata (Coleoptera: Chrysomelidae) on Parthenium hysterophorus,10.1111/aab.12244,Zygogramma bicolorata,Chrysomelidae,Insecta,Arthropoda,Both sexes,Internal,Control agent,Lab,Wild-caught,Experimental,Terrestrial,India,Asia,NA,More than 5 days,Mix,No,Constant,Yes (mix),Yes,No,No,No,No,1,NA,No,NA,NA,potential fecundity,NA,Yes,contains population growth estimates,1,Yes,No,No,No,No,No,NA
Stefan,Exclude,No temp/fecundity data,TEMP749,678,12,5C,"He, L.et al.",2019,"Optimizing cold storage of the ectoparasitic mite Pyemotes zhonghuajia (Acari: Pyemotidae), an efficient biological control agent of stem borers",10.1007/s10493-019-00386-0,Pyemotes zhonghuajia,Pyemotidae,Arachnida,Arthropoda,Both sexes,Internal,No,Lab,Mix,Experimental,Terrestrial,China,Asia,NA,Mix,Mix,Yes,Constant,Yes (> 4 days),Yes,No,No,No,No,1,NA,No,NA,NA,"Proportion of reproductive females, Offspring number",NA,Yes,NA,2,Yes,No,No,No,Yes,No,NA
Mareike Koppik,Include,NA,TEMP750,679,12,6A,"He, X.et al.",2003,Thermal requirements for the development and reproduction of Nysius huttoni white (Heteroptera : Lygaeidae,10.1603/0022-0493-96.4.1119,Nysius huttoni,Lygaeidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Egg number,NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Mareike Koppik,Exclude,No SD,TEMP761,690,12,6A,"HENNEBERRY, T.; BUTLER, G. m. a.",1986,"EFFECTS OF HIGH-TEMPERATURE ON TOBACCO BUDWORM (LEPIDOPTERA, NOCTUIDAE) REPRODUCTION, DIAPAUSE, AND SPERMATOCYST DEVELOPMENT",10.1093/jee/79.2.410,Heliothis virescens,Noctuidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Both,Yes (< 4 days),Yes,No,No,No,No,1,NA,No,NA,NA,Egg number,Proportion of mated females,Yes,NA,1,Yes,No,No,No,No,No,NA
Mareike Koppik,Exclude,no usable fertility data but population growth rates,TEMP767,696,12,6B,"Hentz, M.et al.",1998,"Development, longevity, and fecundity of Chelonus sp.nr. curvimaculatus (Hymenoptera : Braconidae), an egg-larval parasitoid of pink bollworm (Lepidoptera : Gelechiidae",10.1093/ee/27.2.443,Chelonus sp. nr. curvimaculatus,Braconidae,Insecta,Arthropoda,Both sexes,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,"Egg number, Number of parasitized hosts",NA,Yes,Species undescribed,1,Yes,No,No,No,No,No,NA
Stefan,Include,NA,TEMP791,717,13,5C,"Hoang, T.et al.",2002,"Maturation and spawning performance of pond-reared Penaeus merguiensis in different combinations of temperature, light intensity and photoperiod",10.1046/j.1365-2109.2002.00787.x,Penaeus merguiensis,Penaeidae,Crustacea,Arthropoda,Both sexes,Internal,No,Lab,Farmed,Experimental,Aquatic,Australia,Australasia,NA,More than 5 days,Adult,No,Constant,No,Yes,No,No,No,No,1,NA,"Light intensity, photoperiod",NA,Ovarian maturation,"Fecundity, spawning rate",NA,Yes,Full-factorial of 3 experimental conditions (temp. + 2 light conditions). Only two combinations usable as third has no SE for one treatment.,2,Yes,Yes,No,No,No,No,NA
Stefan,Exclude,No sample size,TEMP792,718,13,5C,"Hoang, T.et al.",2002,"Observations on growth, sexual maturity and spawning performance of pond-reared Penaeus merguiensis",10.1046/j.1365-2109.2002.00726.x,Penaeus merguiensis,Penaeidae,Crustacea,Arthropoda,Both sexes,Internal,No,Lab,Wild-caught,Experimental,Aquatic,Australia,Australasia,NA,More than 5 days,Mix,No,Constant,No,Yes,No,Yes,Yes,No,3,Yes,NA,NA,Ovarian maturation,Fecundity,NA,Yes,Population-level data available,3,Yes,Yes,No,No,No,Yes,NA
Mareike Koppik,Include,NA,TEMP793,719,13,6B,"Hoban, J.et al.",2016,"Effects of Temperature and Photoperiod on the Reproductive Biology and Diapause of Oobius agrili (Hymenoptera: Encyrtidae), an Egg Parasitoid of Emerald Ash Borer (Coleoptera: Buprestidae",10.1093/ee/nvw034,Oobius agrili,Encyrtidae,Insecta,Arthropoda,Females only,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,Yes (< 4 days),Yes,No,No,No,No,1,NA,Photoperiod,NA,NA,"Fecundity, Oviposition rate",NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Claudia,Include,NA,TEMP800,724,13,NA,"Hoffmann, K. H.",1974,"EFFECTS OF CONSTANT AND VARYING TEMPERATURES ON LIFE-SPAN, FOOD UTILIZATION AND FERTILITY OF ADULT CRICKETS, GRYLLUS-BIMACULATUS",10.1007/BF00345094,Gryllus bimaculatus,Gryllidae,Insecta,Arthropoda,Both,Internal,No,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,Yes,No,No,No,No,1,NA,No,More than 5 days,Adult,Yes,Both,No,NA,NA,Egg number,NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Stefan,Exclude,boxplots,TEMP804,727,13,5C,"Hong, B. C.; Shurin, J. B.",2015,Latitudinal variation in the response of tidepool copepods to mean and daily range in temperature,10.1890/14-1695.1,Tigriopus californicus,Harpacticidae,Crustacea,Arthropoda,Females only,Internal,No,Lab,Wild-caught,Experimental,Aquatic,USA,North America,NA,More than 5 days,Juvenile,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,NA,2,Yes,Yes,No,No,No,No,NA
Mareike Koppik,Include,NA,TEMP812,732,13,6B,"Hosseini, S. L.; Poorjavad, N. m. n.",2020,"The biology and ecology of pine aphid,Eulachnus tuberculostemmatus(Hemiptera: Aphididae) and its demographic responses to environmental changes",10.1111/afe.12390,Eulachnus tuberculostemmatus,Aphididae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Wild-caught,Experimental,Terrestrial,Iran,Asia,NA,More than 5 days,Adult,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Stefan,Include,NA,TEMP813,733,13,5,"Hou, Y. M.; Weng, Z. Q.",2010,Temperature-Dependent Development and Life Table Parameters of Octodonta nipae (Coleoptera: Chrysomelidae),10.1603/EN10015,Octodonta nipae,Chrysomelidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,China,Asia,NA,More than 5 days,Mix,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,"Fecundity, net/gross reproductive rate",NA,Yes,Population-level data available,1,Yes,No,No,No,No,No,NA
Fay Frost,Exclude,No useable data,TEMP817,737,13,C,"HOWARD, M.; DIXON, A. m. a.",1992,"THE EFFECT OF PLANT PHENOLOGY ON THE INDUCTION OF ALATAE AND THE DEVELOPMENT OF POPULATIONS OF METOPOLOPHIUM-DIRHODUM (WALKER), THE ROSE-GRAIN APHID, ON WINTER-WHEAT",10.1111/j.1744-7348.1992.tb03418.x,Metopolophium dirhodum,Aphididae,Insecta,Arthropoda,Parthenogenetic,Internal,Pest,Mix,Mix,Both,Terrestrial,UK,Europe,NA,1 to 5 days,Juvenile,Yes,Fluctuating,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,NA,2,Yes,No,No,No,Yes,No,NA
Stefan,Include,NA,TEMP819,739,13,5,"Huang, J. H.et al.",2014,"Effect of temperature on development and reproduction of Proprioseiopsis asetus (Acari: Phytoseiidae) fed on asparagus thrips, Thrips tabaci",10.1007/s10493-014-9819-6,Proprioseiopsis asetus,Phytoseiidae,Arachnida,Arthropoda,Females only,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,China,Asia,NA,More than 5 days,Juvenile,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,"Fecundity, net reproductive rate",NA,Yes,Population-level data available,1,Yes,No,No,No,No,No,NA
Stefan,Include,NA,TEMP823,741,13,5,"Huang, L. L.et al.",2021,"Effects of temperature on life-history traits of the newly invasive fall armyworm, Spodoptera frugiperda in Southeast China",10.1002/ece3.7413,Spodoptera frugiperda,Noctuidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,China,Asia,NA,More than 5 days,Juvenile,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,"Mating success, oviposition period,",Yes,NA,1,Yes,No,No,No,No,No,NA
Alessio,Exclude,No useable data,TEMP824,742,13,2,"Huang, W. P.; Chou, L. S.",2015,"TEMPERATURE EFFECT ON DEVELOPMENT AND REPRODUCTION OF THE ANDRODIOECIOUS CLAM SHRIMP, EULIMNADIA BRAUERIANA (BRANCHIOPODA: SPINICAUDATA)",10.1163/1937240X-00002336,Eulimnadia braueriana,Limnadiidae,Crustacea,Arthropoda,Hermaphrodite,Internal,No,Lab,Wild-caught,Experimental,Aquatic,Taiwan,Asia,NA,More than 5 days,Juvenile,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Clutch size,Maturation time,Yes,NA,2,Yes,Yes,No,No,No,No,NA
Mareike Koppik,Exclude,"measures of variance missing for fecundity, but population parameter data",TEMP825,743,13,6C,"Huang, W. P.; Chou, L. S.",2017,Temperature effects on life history traits of two sympatric branchiopods from an ephemeral wetland,10.1371/journal.pone.0179449,"Branchinella kugenumaensis , Eulimnadia braueriana",Mix,Crustacea,Arthropoda,Hermaphrodite,Internal,No,Lab,Wild-caught,Experimental,Aquatic,Taiwan,Asia,NA,More than 5 days,Juvenile,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Clutch size,Mating behaviour,Yes,contains population growth estimates,2,Yes,Yes,No,No,No,No,NA
Mareike Koppik,Include,NA,TEMP827,745,13,6B,"Huang, Z.et al.",2008,"Effects of temperature on development, survival, longevity, and fecundity of the Bemisia tabaci Gennadius (Homoptera : Aleyrodidae) predator, Axinoscymnus cardilobus (Coleoptera : Coccinellidae)",10.1016/j.biocontrol.2008.04.004,Axinoscymnus cardilobus,Coccinellidae,Insecta,Arthropoda,Both sexes,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,contains population growth estimates,1,Yes,No,No,No,No,No,NA
Mareike Koppik,Include,NA,TEMP843,758,14,6C,"Hutchinson, L. A.; Bale, J. S.",1994,EFFECTS OF SUBLETHAL COLD STRESS ON THE APHID RHOPALOSIPHUM-PADI,10.2307/2404603,Rhopalosiphum padi,Aphididae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,Less than 24 hrs,Mix,Yes,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,NA,2,Yes,No,No,No,Yes,No,NA
Claudia,Include,NA,TEMP844,759,14,7A,"Huyen, L. T.et al.",2017,"Life table parameters and development of Neoseiulus longispinosus (Acari: Phytoseiidae) reared on citrus red mite, Panonychus citri(Acari: Tetranychidae) at different temperatures",10.11158/saa.22.9.3,Neoseiulus longispinosus,Phytoseiidae,Arachnida,Arthropoda,Both sexes,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,population growth rate provided,1,Yes,No,No,No,No,No,NA
Claudia,Exclude,raw data are in another paper,TEMP846,760,14,7A,"Hyun, S. Y.et al.",2017,Parameter estimation for temperature-driven immature development and oviposition models of Phyllocnistis citrella Stainton (Lepidoptera: Gracillaridae) in the laboratory,10.1016/j.aspen.2017.05.006,Phyllocnistis citrella,Gracillariidae,Insecta,Arthropoda,Females only,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,population growth rate provided,1,Yes,No,No,No,No,No,NA
Graziella Iossa,Include,"(have excluded the fluctuating temp, and only kept constant temp)",TEMP850,83,T9,25B,"Iftikhar et al, 2018",2018,Effect of Temperature on Demography and Predation Rate of Menochilus sexmaculatus (Coleoptera: Coccinellidae) Reared on Phenacoccus solenopsis (Hemiptera: Pseudococcidae,10.17582/journal.pjz/2018.50.5.1885.1893,Menochilus sexmaculatus,Coccinellidae,Insecta,Arthropoda,Females only,Internal,Control agent,Lab,Wild-caught,Experimental,Terrestrial,Pakistan,Asia,NA,More than 5 days,Adult,No,Both,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Mareike Koppik,Include,NA,TEMP860,766,14,6B,"Imamura, T.et al.",2004,Effect of temperature on development of Theocolax elegans (Westwood) (Hymenoptera : Pteromalidae) parasitizing larvae of the maize weevil Sitophilus zeamais (Coleoptera : Curculionidae) in brown rice,10.1303/aez.2004.497,Theocolax elegans,Pteromalidae,Insecta,Arthropoda,Both sexes,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,contains population growth estimates,1,Yes,No,No,No,No,No,NA
Claudia,Include,NA,TEMP869,772,14,7A,"Iranipour, S.et al.",2010,"Life history parameters of the Sunn pest, Eurygaster integriceps, held at four constant temperatures",10.1673/031.010.10601,Eurygaster integriceps,Scutelleridae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,Iran,Asia,NA,More than 5 days,Adult,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,population growth rate provided,1,Yes,No,No,No,No,No,NA
Alessio,Exclude,No sample size,TEMP87,162,2,2A,"Arbogast, R. T.",2007,"A wild strain of Plodia interpunctella (Hubner) (Lepidoptera : Pyralidae) from farm-stored maize in South Carolina: Effect of temperature on mating, survival, and fecundity",10.1016/j.jspr.2007.01.006,Plodia interpunctella,Pyralidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,Mating,Yes,NA,1,Yes,No,No,No,No,No,NA
Mareike Koppik,Exclude,No sample size,TEMP870,773,14,6B,"Iranipour, S.et al.",2010,"Thermal requirements of Trissolcus grandis (Hymenoptera: Scelionidae), an egg parasitoid of sunn pest",10.14411/eje.2010.005,Trissolcus grandis,Scelionidae,Insecta,Arthropoda,Females only,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Mareike Koppik,Include,NA,TEMP876,778,14,6B,"Ismail, M. S. M.et al.",2015,The acaricidal activity of some essential and fixed oils against the two-spotted spider mite in relation to different temperatures,10.1080/09670874.2015.1018378,Tetranychus urticae,Tetranychidae,Arachnida,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,1 to 5 days,Mix,No,Constant,No,Yes,No,No,No,No,1,NA,Plant extract,NA,NA,Egg number,NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Alessio,Include,NA,TEMP877,779,14,2,"Ismail, M.et al.",2014,Fitness consequences of low temperature storage of Aphidius ervi,10.1007/s10526-013-9551-x,Aphidius ervi,Braconidae,Insecta,Arthropoda,Both sexes,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Juvenile,Yes,Both,Yes (< 4 days),Yes,No,No,No,No,1,NA,No,NA,NA,Egg number,NA,Yes,NA,2,Yes,No,No,No,Yes,No,NA
Natalie Pilakouta,Include,NA,TEMP878,780,14,24B,"Ismail, M.et al.",2017,"Interaction between temperature and water nutrient levels on the fitness of Eccritotarsus catarinensis (Hemiptera: Miridae), a biological control agent of water hyacinth",10.1016/j.biocontrol.2017.01.001,Eccritotarsus catarinensis,Miridae,Insecta,Arthropoda,Both sexes,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,Yes,No,No,No,No,1,NA,Nutrients,NA,NA,Egg number,NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Alessio,Include,NA,TEMP879,781,14,2,"Ismail, M.et al.",2010,"Physiological costs of cold exposure on the parasitoid Aphidius ervi, without selection pressure and under constant or fluctuating temperatures",10.1007/s10526-010-9303-0,Aphidius ervi,Braconidae,Insecta,Arthropoda,Both sexes,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Juvenile,Yes,Both,Yes (< 4 days),Yes,No,No,No,No,1,NA,No,Mature oocyte count,NA,Egg number,"mating duration, success",Yes,NA,2,Yes,No,No,No,Yes,No,NA
Amanda Bretman,Include,NA,TEMP880,782,14,23,"Ismail, M.et al.",2012,What are the possible benefits of small size for energy-constrained ectotherms in cold stress conditions?,10.1111/j.1600-0706.2012.20582.x,Aphidius ervi,Braconidae,Insecta,Arthropoda,Both sexes,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Juvenile,Yes,Constant,Yes (< 4 days),Yes,No,No,No,No,1,NA,No,Mature oocyte count,NA,Egg number,NA,Yes,NA,2,Yes,No,No,No,Yes,No,NA
Natalie Pilakouta,Include,NA,TEMP881,783,14,24B,"i-Sohani, N.; Shishehbor, P.",2011,"Temperature effects on the development and fecundity of Encarsia acaudaleyrodis (Hymenoptera: Aphelinidae), a parasitoid of Bemisia tabaci (Homoptera: Aleyrodidae) on cucumber",10.1007/s10526-010-9318-6,Encarsia acaudaleyrodis,Aphelinidae,Insecta,Arthropoda,Both sexes,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,Yes (>4 days),Yes,No,No,No,No,1,NA,No,NA,NA,Egg number,NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Mareike Koppik,Exclude,sample size not clear,TEMP890,788,14,6C,"Jacobson, T.et al.",2008,Combined effects of temperature and a pesticide on the Baltic amphipod Monoporeia affinis,10.3354/ab00028,Monoporeia affinis,Pontoporeiidae,Crustacea,Arthropoda,Both sexes,Internal,No,Lab,Wild-caught,Experimental,Aquatic,Sweden,Europe,Baltic,More than 5 days,Adult,Yes,Constant,Yes (> 4 days),Yes,No,No,No,No,1,NA,Pollutant,NA,"Sexual maturation (female, male)",Egg number,fertilisation frequency (female),Yes,contains population growth estimates,3,Yes,Yes,No,No,Yes,No,NA
Claudia,Include,comment attached,TEMP894,789,14,7A,"Jalali, M. A.et al.",2009,"Effects of food and temperature on development, fecundity and life-table parameters of Adalia bipunctata (Coleoptera: Coccinellidae)",10.1111/j.1439-0418.2009.01408.x,Adalia bipunctata,Coccinellidae,Insecta,Arthropoda,Both sexes,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,Yes,No,No,No,No,1,NA,Food,NA,NA,Egg number,NA,Yes,population growth rate provided,1,Yes,No,No,No,No,No,NA
Amanda Bretman,Exclude,sample sizes not clear,TEMP895,790,14,23,"Jalali, S. K.; Singh, S. P.",1992,DIFFERENTIAL RESPONSE OF 4 TRICHOGRAMMA SPECIES TO LOW-TEMPERATURES FOR SHORT-TERM STORAGE,10.1007/BF02372984,Trichogramma achaeae,Trichogrammatidae,Insecta,Arthropoda,Both sexes,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,Yes,Constant,No,Yes,No,No,No,No,1,NA,Food,NA,NA,Egg number,NA,Yes,NA,2,Yes,No,No,No,Yes,No,NA
Amanda Bretman,Exclude,No SD,TEMP896,791,14,23,"Jalali, S. K.et al.",1990,"RESPONSE OF COTESIA-MARGINIVENTRIS (CRESSON) (HYMENOPTERA, BRACONIDAE) TO LOW-TEMPERATURE IN RELATION TO ITS BIOTIC POTENTIAL",NA,Cotesia marginiventris,Braconidae,Insecta,Arthropoda,Both sexes,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Pupae,Yes,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Egg number,NA,Yes,NA,2,Yes,No,No,No,Yes,No,NA
